id,term,normalized,canonical,aliases,categories,subcategories,priority,active,source,kind
tech_de0e29b059f3fed3,Continuous Integration,continuous integration,Continuous Integration,CI,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6c3e537b3517032a,Contract Testing,contract testing,Contract Testing,,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_82bc1eaf0a868779,Conventional Commits,conventional commits,Conventional Commits,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a98f2055f01b2e5e,Cordova,cordova,Cordova,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3b1b74c9912f037f,CORS,cors,CORS,Cross-Origin Resource Sharing,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b666d7e6b5399c72,Couchbase,couchbase,Couchbase,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4bacfd1d0585e988,CouchDB,couchdb,CouchDB,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3fbd3c64a6c1ac34,CQRS,cqrs,CQRS,Command Query Responsibility Segregation,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_02f919145acd5795,Cron,cron,Cron,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ccdb70972974fab4,Cross-Platform Development,cross-platform development,Cross-Platform Development,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5fa036a3902f737e,CSP,csp,CSP,Content Security Policy,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_51c0ae4e67ece03d,CSRF,csrf,CSRF,Cross-Site Request Forgery,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2f84417a9e73cead,CSS,css,CSS,CSS3,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e140d80b754aae30,CSS Grid,css grid,CSS Grid,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_50241ea523e9fc61,CUDA,cuda,CUDA,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_aade196c20e4262b,cuDNN,cudnn,cuDNN,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_45594cb2cb1c8665,Customer Data Platform,customer data platform,Customer Data Platform,CDP,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_dc811a7086424f62,Customer Relationship Management,customer relationship management,Customer Relationship Management,CRM,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_78fd5cac8c025bab,Cybersecurity,cybersecurity,Cybersecurity,Cyber Security,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b5e13a91212d0b5d,Cypress,cypress,Cypress,,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c1765fe55f00a76d,D3.js,d3.js,D3.js,D3,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_0f019a3d771bf905,Dagster,dagster,Dagster,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_283c050f7f12a3d2,Dapper,dapper,Dapper,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c1785e56efbb90e2,Dart,dart,Dart,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_de0dc13f5a69c296,Data Engineering,data engineering,Data Engineering,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d30b475912bbe01d,Data Governance,data governance,Data Governance,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1342730d66f7fb67,Data Lake,data lake,Data Lake,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2a97e45366df3918,Data Lakehouse,data lakehouse,Data Lakehouse,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_781f10adeef81a47,Data Lineage,data lineage,Data Lineage,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1f807459eb78320a,Data Loss Prevention,data loss prevention,Data Loss Prevention,DLP,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2c41d2440c2ff0a4,Data Modeling,data modeling,Data Modeling,Data Modelling,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d130acca2ec8cd2a,Data Pipeline,data pipeline,Data Pipeline,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9bf6bed9f8679bd0,Data Quality,data quality,Data Quality,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e20a8b9d0a5ff91b,Data Validation,data validation,Data Validation,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8d1e65e3bddf1a32,Data Warehouse,data warehouse,Data Warehouse,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7a6f72ee96e65958,Database Indexing,database indexing,Database Indexing,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d7033743748daade,Database Normalization,database normalization,Database Normalization,Database Normalisation,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_0a610cf25ef53175,Database Replication,database replication,Database Replication,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2964872565e32eae,Database Sharding,database sharding,Database Sharding,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4ed6a0f5468fe607,Database Triggers,database triggers,Database Triggers,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_bff6494cad5aa6f1,Database Views,database views,Database Views,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4cde84abeaa28f1a,Databricks,databricks,Databricks,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8bab8f900ccf9edb,Datadog,datadog,Datadog,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2a07432b1b725297,dbt,dbt,dbt,Data Build Tool,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_15714baae7375127,Debezium,debezium,Debezium,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a6eb4d9d7f99ca47,Debian,debian,Debian,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_871183362fa6570a,Deep Learning,deep learning,Deep Learning,DL,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f4131cd81ebb55c4,Delphi,delphi,Delphi,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ac8773a47bdc551a,Delta Lake,delta lake,Delta Lake,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_28da42f00442fb97,Dependency Injection,dependency injection,Dependency Injection,DI,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5595578af50ec627,DHCP,dhcp,DHCP,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4362226465d04179,DICOM,dicom,DICOM,Digital Imaging and Communications in Medicine,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_eccd05d345ed85cc,Disaster Recovery,disaster recovery,Disaster Recovery,DR,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8848bee6f50b731e,Distributed Systems,distributed systems,Distributed Systems,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_38fa4c2b3da05843,Distributed Tracing,distributed tracing,Distributed Tracing,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_39e5d53fbc5d9e74,Django,django,Django,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_abbc90e006c2d9b1,DNS,dns,DNS,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1e73542b712fd753,DNSSEC,dnssec,DNSSEC,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e982f17bcbe0f724,Docker,docker,Docker,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_35fcb691eaf2bd51,Docker Compose,docker compose,Docker Compose,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_762e9e9bf93cc37d,Doctrine ORM,doctrine orm,Doctrine ORM,Doctrine,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_be65d27ae088a0e0,DOM,dom,DOM,Document Object Model,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d0633a21c42d8b40,Domain-Driven Design,domain-driven design,Domain-Driven Design,DDD,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cc91513b4237037b,Drupal,drupal,Drupal,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7c515e251735f780,DynamoDB,dynamodb,DynamoDB,Amazon DynamoDB,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_da2e5812586bab7a,Echo Framework,echo framework,Echo Framework,Echo,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_532995add7004250,EHR,ehr,EHR,Electronic Health Record,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_916e8b4bc5f3eb5e,Elasticsearch,elasticsearch,Elasticsearch,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_da005969e9d1d55a,Electron,electron,Electron,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_aaff792b6d92d5e9,Electronic Patient Record,electronic patient record,Electronic Patient Record,EPR,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a5b3c5ea6c092e5c,Elementor,elementor,Elementor,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8e50d79f2ba0d665,Elixir,elixir,Elixir,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_0b59b9133ab4fb9d,ELK Stack,elk stack,ELK Stack,Elastic Stack,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cfb749ab6a68c2bb,Eloquent ORM,eloquent orm,Eloquent ORM,Eloquent,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3fa503572db7bf6e,ELT,elt,ELT,Extract Load Transform,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8586c76a0032202d,Embeddings,embeddings,Embeddings,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_48a4a0cd2488fa12,EMR,emr,EMR,Electronic Medical Record,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d780042543b5df97,Encryption,encryption,Encryption,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8b8ccc4a60ac156d,Encryption at Rest,encryption at rest,Encryption at Rest,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_81757256fa93f313,Encryption in Transit,encryption in transit,Encryption in Transit,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f0a11c7ffa013362,End-to-End Testing,end-to-end testing,End-to-End Testing,E2E Testing,Testing & Quality Assurance,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_18d25417cbfc7084,Entity Framework,entity framework,Entity Framework,EF Core,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a82948a9ba1e7d2f,ePrescribing,eprescribing,ePrescribing,Electronic Prescribing,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a3c9b8e3b467b5de,Erlang,erlang,Erlang,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e0b0b26662e89d36,ESLint,eslint,ESLint,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_cd22d001e3b28f57,ETL,etl,ETL,Extract Transform Load,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1a704aff9f0129de,Event Bus,event bus,Event Bus,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b85c3a841a04193b,Event Sourcing,event sourcing,Event Sourcing,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_55d79ab50d8cc4d8,Event-Driven Architecture,event-driven architecture,Event-Driven Architecture,EDA,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_af323a2616eae738,Eventual Consistency,eventual consistency,Eventual Consistency,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_41f8b48e2f3f8a81,Expo,expo,Expo,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c23fe01e2600dec4,Express.js,express.js,Express.js,Express,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_132fb172ba372300,F#,f#,F#,F Sharp,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_50bed0594992dae8,FAISS,faiss,FAISS,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_41a1373cef2a703a,FastAPI,fastapi,FastAPI,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c1855c582f748a57,Fastify,fastify,Fastify,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6d2e77f3bce270f8,FHIR,fhir,FHIR,Fast Healthcare Interoperability Resources,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_65f40afcfc2c7935,FHIR R4,fhir r4,FHIR R4,,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a2065226621bf5d6,Fiber,fiber,Fiber,Go Fiber,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_92f5e8df5f3db2ea,Firebase,firebase,Firebase,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b65a493ff589c724,Firebase Cloud Messaging,firebase cloud messaging,Firebase Cloud Messaging,FCM,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_fc20b5e93351edff,Firebase Realtime Database,firebase realtime database,Firebase Realtime Database,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9f8526ab1d6bbb61,Firestore,firestore,Firestore,Cloud Firestore,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6e16be5e79639195,Fivetran,fivetran,Fivetran,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e8439a6b8f01e74d,Flask,flask,Flask,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_50a32efd9d7c4ca9,Flexbox,flexbox,Flexbox,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2723c8ab7b0bea02,Flink,flink,Flink,Apache Flink,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_bb21dffe5c5c3b5d,Fluent Bit,fluent bit,Fluent Bit,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d2ce2fb11b3fab27,Fluentd,fluentd,Fluentd,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_ff25d17873bba4bc,Flutter,flutter,Flutter,,Mobile & Desktop,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_701fb016dcfca9b4,Flux CD,flux cd,Flux CD,FluxCD,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c812b253a0da3ab6,Fortran,fortran,Fortran,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7616bb87bd05f643,FTP,ftp,FTP,,"Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_09b532f401931bc7,Full-Text Search,full-text search,Full-Text Search,Full Text Search,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5e718fc2b269d149,Function Calling,function calling,Function Calling,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b6e184f19d9c4814,GDPR,gdpr,GDPR,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5c5fda6d90852524,Gemini API,gemini api,Gemini API,Google Gemini,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_855d5cc73fa0cc7e,Generative AI,generative ai,Generative AI,GenAI,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_eb30564250a64314,Ghost CMS,ghost cms,Ghost CMS,Ghost,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1667f6078840a961,Gin Framework,gin framework,Gin Framework,Gin,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_46f1a0bd5592a2f9,Git,git,Git,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d2719bef7cb877cd,Git Flow,git flow,Git Flow,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e05dba947f41fd4d,Git Hooks,git hooks,Git Hooks,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5e649ca2fc8b8e4f,Git LFS,git lfs,Git LFS,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_64b2b6d12bfe4baa,GitHub,github,GitHub,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4ea69fb367e5b14d,GitHub Actions,github actions,GitHub Actions,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_322f31631de66bcf,GitLab,gitlab,GitLab,,Version Control & Collaboration,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_fe670c48b8cf2faf,GitLab CI/CD,gitlab ci/cd,GitLab CI/CD,GitLab CI,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1ec558a60b5dda24,Go,go,Go,Golang,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_faec0aaf269512a0,Google Ads,google ads,Google Ads,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_544aee5cc476a6d3,Google Analytics 4,google analytics 4,Google Analytics 4,GA4,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_3502bdf76d451ce9,Google App Engine,google app engine,Google App Engine,App Engine,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7aaad66e13a9ac2d,Google BigQuery,google bigquery,Google BigQuery,BigQuery,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8c80daeb5b94b7cc,Google Cloud Build,google cloud build,Google Cloud Build,Cloud Build,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_5ca3180a69c2e50b,Google Cloud Functions,google cloud functions,Google Cloud Functions,Cloud Functions,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_168ab2cc72c0b47f,Google Cloud Monitoring,google cloud monitoring,Google Cloud Monitoring,Cloud Monitoring,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_de1c694dc890de02,Google Cloud Platform,google cloud platform,Google Cloud Platform,GCP,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_45f667c7ff4367f7,Google Cloud Run,google cloud run,Google Cloud Run,Cloud Run,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_69d25041a55e52d0,Google Cloud SQL,google cloud sql,Google Cloud SQL,Cloud SQL,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f2e900408be604bb,Google Cloud Storage,google cloud storage,Google Cloud Storage,GCS,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4de31b849bb061ac,Google Compute Engine,google compute engine,Google Compute Engine,GCE,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_1f16e23be862b0c4,Google Firestore,google firestore,Google Firestore,Firestore,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f4a66bbd2dea8671,Google IAM,google iam,Google IAM,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_592cede053dd97d7,Google Kubernetes Engine,google kubernetes engine,Google Kubernetes Engine,GKE,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9d09989fc844f40b,Google Pub/Sub,google pub/sub,Google Pub/Sub,Pub/Sub,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7538fb55d3689e06,Google Search Console,google search console,Google Search Console,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7de84478f6b80ee4,Google Secret Manager,google secret manager,Google Secret Manager,,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_d911dd87edca2add,Google Sheets,google sheets,Google Sheets,,Data Engineering & Analytics,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_da46cb111b56399d,Google Tag Manager,google tag manager,Google Tag Manager,GTM,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_4c16c23c34721ee8,Google Vertex AI,google vertex ai,Google Vertex AI,Vertex AI,Cloud - Azure & GCP,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_a23606f573a952cf,GP Connect,gp connect,GP Connect,,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f519bce8b0ae84d8,Grafana,grafana,Grafana,,"Data Engineering & Analytics | DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9fdcc7f29c59e6f9,GraphQL,graphql,GraphQL,,"Backend & APIs | Protocols, Networking & Architecture",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_e51fddac390e9a46,Groovy,groovy,Groovy,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_25e1c28c86ab061f,gRPC,grpc,gRPC,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c3d8e988beadc340,Gutenberg,gutenberg,Gutenberg,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b6ac1c3e3b1f6f42,HAProxy,haproxy,HAProxy,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_c6890bb000dd47c5,Hashing,hashing,Hashing,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_f0234175f95a9894,Haskell,haskell,Haskell,,Programming Languages,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_7b22e4182489e158,Haystack,haystack,Haystack,,"AI, ML & Generative AI",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_6a3e8d77fbfef7f1,Headless CMS,headless cms,Headless CMS,,"CMS, eCommerce & Marketing Tech",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_07e9b9ba19dbb480,Health Information Exchange,health information exchange,Health Information Exchange,HIE,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_fc14c6a7016ee7ed,Healthcare CRM,healthcare crm,Healthcare CRM,,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_2b8380dc84b4e4a5,Helm,helm,Helm,,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_899784fae0db8617,Hexagonal Architecture,hexagonal architecture,Hexagonal Architecture,,Backend & APIs,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_8cf70a6643875e78,Hibernate,hibernate,Hibernate,,"Databases, Search & Storage",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_530f76d00e6b5100,High Availability,high availability,High Availability,HA,"DevOps, SRE & Infrastructure",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_9861ca48f33131d3,Highcharts,highcharts,Highcharts,,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_b631cd7e34f9e6a2,HIPAA,hipaa,HIPAA,,"Security, Identity & Compliance",,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_aa792d3bb51041b8,HL7,hl7,HL7,Health Level Seven,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_724c0e0912796146,HL7 v2,hl7 v2,HL7 v2,,Healthcare IT & Interoperability,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
tech_950a39b6c2934bb7,HTML,html,HTML,HTML5,Frontend & Web,,80,True,Curated eSupraLife technical vocabulary,technical_autosuggestion
