id,term,normalized,preferred_term,entry_terms,acronyms,departments,canonical_skill_ids,mesh_id,is_official_mesh_record,official_sync_required,priority,active,source,source_url,kind
meshlocal_0aa46b662d0b376e,Brain and CNS Lymphoma Imaging,brain and cns lymphoma imaging,Brain and CNS Lymphoma Imaging,CNS,CNS,Neuroradiology,skill_0aa46b662d0b376e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9573dceadf1305c0,Brain and Spinal Cord,brain and spinal cord,Brain and Spinal Cord,,,Neurosurgery,skill_9573dceadf1305c0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_aa9b9a239466b67c,Brain Biopsy,brain biopsy,Brain Biopsy,,,Neurosurgery,skill_aa9b9a239466b67c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f96c4d9ac8946327,Brain Cancer Staging,brain cancer staging,Brain Cancer Staging,,,Oncology,skill_f96c4d9ac8946327,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_079140c78c934cc4,Brain Cancer Treatment Protocols,brain cancer treatment protocols,Brain Cancer Treatment Protocols,,,Oncology,skill_079140c78c934cc4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_ecdbe98399d1d4d3,Brain Contusion Imaging,brain contusion imaging,Brain Contusion Imaging,,,Neuroradiology,skill_ecdbe98399d1d4d3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_850ea65ee02187e3,Brain death,brain death,Brain death,,,Acute internal medicine,skill_850ea65ee02187e3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_722358aed21adc78,Brain Epidermoid Cyst (Epidermoid Tumor) Imaging,brain epidermoid cyst epidermoid tumor imaging,Brain Epidermoid Cyst (Epidermoid Tumor) Imaging,,,Neuroradiology,skill_722358aed21adc78,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1bbfb4269e7ad113,"Brain Hemorrhage: Subdural, Epidural, and Intracerebral",brain hemorrhage subdural epidural and intracerebral,"Brain Hemorrhage: Subdural, Epidural, and Intracerebral",,,Forensic histopathology,skill_1bbfb4269e7ad113,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_061bb2d8bbaf4139,Brain Herniation Imaging,brain herniation imaging,Brain Herniation Imaging,,,Neuroradiology,skill_061bb2d8bbaf4139,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2e0089e57e199cb4,Brain Imaging in Arteriovenous Malformation,brain imaging in arteriovenous malformation,Brain Imaging in Arteriovenous Malformation,,,Neuroradiology,skill_2e0089e57e199cb4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f92d151e0afeba25,Brain Imaging in Colloid Cyst,brain imaging in colloid cyst,Brain Imaging in Colloid Cyst,,,Neuroradiology,skill_f92d151e0afeba25,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_93d1fbb49e8972bb,Brain Imaging in Hypertensive Hemorrhage,brain imaging in hypertensive hemorrhage,Brain Imaging in Hypertensive Hemorrhage,,,Neuroradiology,skill_93d1fbb49e8972bb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_de23a522d403e4ad,Brain Imaging in Multiple Sclerosis,brain imaging in multiple sclerosis,Brain Imaging in Multiple Sclerosis,multiple sclerosis | MS,,Neuroradiology,skill_de23a522d403e4ad,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3000ed526f413eed,Brain Imaging in Venous Sinus Thrombosis,brain imaging in venous sinus thrombosis,Brain Imaging in Venous Sinus Thrombosis,,,Neuroradiology,skill_3000ed526f413eed,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1862723a8dc4c5bf,Brain Imaging in Venous Vascular Malformations,brain imaging in venous vascular malformations,Brain Imaging in Venous Vascular Malformations,,,Neuroradiology,skill_1862723a8dc4c5bf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b25243f388322ee0,Brain Injury in Blunt Trauma: Microscopic Analysis,brain injury in blunt trauma microscopic analysis,Brain Injury in Blunt Trauma: Microscopic Analysis,,,Forensic histopathology,skill_b25243f388322ee0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3c42e66b6a138bae,Brain Injury in Sports and Recreation,brain injury in sports and recreation,Brain Injury in Sports and Recreation,,,Neurosurgery,skill_3c42e66b6a138bae,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_8d5a9259a45aaa21,Brain Meningioma Imaging,brain meningioma imaging,Brain Meningioma Imaging,,,Neuroradiology,skill_8d5a9259a45aaa21,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_4cfc87a59390da7a,Brain Metabolic Syndromes,brain metabolic syndromes,Brain Metabolic Syndromes,,,Neuroradiology,skill_4cfc87a59390da7a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_99f1d5f74d085b6a,Brain Metastasis,brain metastasis,Brain Metastasis,,,Neurology | Oncology,skill_99f1d5f74d085b6a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_509648edd15beba9,Brain Metastasis Imaging,brain metastasis imaging,Brain Metastasis Imaging,,,Neuroradiology | Oncology,skill_509648edd15beba9,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e5ffc539151a80a0,Brain Neoplasms,brain neoplasms,Brain Neoplasms,,,Emergency medicine | Oncology,skill_e5ffc539151a80a0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2e650f552addb983,Brain-Computer Interface (BCI),brain-computer interface bci,Brain-Computer Interface (BCI),BCI,BCI,Neurophysiology,skill_56977d3567b08478,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0e1d2035509f6d07,Brain/Spine,brain/spine,Brain/Spine,,,Neuroradiology,skill_b1112b869743f6b8,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_607d708b8acad9d5,Brainstem and Cerebellum,brainstem and cerebellum,Brainstem and Cerebellum,,,Neuroradiology,skill_607d708b8acad9d5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_cef95cce118d0809,Brainstem Auditory Evoked Potentials (BAEP),brainstem auditory evoked potentials baep,Brainstem Auditory Evoked Potentials (BAEP),BAEP,BAEP,Neurophysiology,skill_cef95cce118d0809,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1363913a336a871b,Brainstem Gliomas,brainstem gliomas,Brainstem Gliomas,,,Neurology | Oncology,skill_1363913a336a871b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_490b5e1e91089142,Brainstem stroke,brainstem stroke,Brainstem stroke,stroke | cerebrovascular accident | CVA,,Acute internal medicine,skill_490b5e1e91089142,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_91b9d824e50a9d5f,Branch Retinal Artery Occlusion (BRAO),branch retinal artery occlusion brao,Branch Retinal Artery Occlusion (BRAO),BRAO,BRAO,Ophthalmology | Vascular and endovascular surgery,skill_91b9d824e50a9d5f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3b518516cefa91ee,Branch Retinal Vein Occlusion (BRVO),branch retinal vein occlusion brvo,Branch Retinal Vein Occlusion (BRVO),BRVO,BRVO,Ophthalmology | Vascular and endovascular surgery,skill_3b518516cefa91ee,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_811fbfdb2694b36f,Branchial Cleft Cyst,branchial cleft cyst,Branchial Cleft Cyst,,,Dermatology | Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_811fbfdb2694b36f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f4ac2d6814d520cd,Breast,breast,Breast,,,Pathology Histopatholog | Plastic surgery,skill_f4ac2d6814d520cd,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7dfbba767ebf28c0,Breast Abscesses and Masses,breast abscesses and masses,Breast Abscesses and Masses,,,Emergency medicine | Oncology,skill_7dfbba767ebf28c0,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_74051dd26deb8d14,Breast Anatomy,breast anatomy,Breast Anatomy,,,Plastic surgery,skill_74051dd26deb8d14,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e1443d6c0817063f,Breast Augmentation and Reduction,breast augmentation and reduction,Breast Augmentation and Reduction,,,Medical Aesthetics,skill_e1443d6c0817063f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_555eb2302541ce7e,Breast Biopsy With Needle Localization,breast biopsy with needle localization,Breast Biopsy With Needle Localization,,,Plastic surgery,skill_555eb2302541ce7e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e295d4db0ef1e88e,Breast Cancer,breast cancer,Breast Cancer,,,Oncology | Radiotherapy,skill_e295d4db0ef1e88e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e59bdaeb8d475cc4,Breast Cancer and HER2,breast cancer and her2,Breast Cancer and HER2,HER2,HER2,Genetics / Genomics,skill_e59bdaeb8d475cc4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_f2d7902eb1ed2891,Breast Cancer Epidemiology and Risk Factors,breast cancer epidemiology and risk factors,Breast Cancer Epidemiology and Risk Factors,,,Pathology Histopatholog,skill_f2d7902eb1ed2891,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9d52050f4f747aff,Breast Cancer Histology,breast cancer histology,Breast Cancer Histology,,,Oncology,skill_9d52050f4f747aff,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_0cf8ef3b914d5603,Breast Cancer in Men,breast cancer in men,Breast Cancer in Men,,,Oncology,skill_0cf8ef3b914d5603,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_af84501836ff8b3a,Breast Cancer Risk Factors,breast cancer risk factors,Breast Cancer Risk Factors,,,Oncology,skill_af84501836ff8b3a,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2a5d6376b4bde77c,Breast Cancer Screening and Early Detection,breast cancer screening and early detection,Breast Cancer Screening and Early Detection,,,Genito-urinary medicine / sexual and reproductive health,skill_2a5d6376b4bde77c,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5b58fc74e9ef30fc,Breast Cancer Staging,breast cancer staging,Breast Cancer Staging,,,Oncology,skill_5b58fc74e9ef30fc,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a4c6c1eba15bf395,Breast Cancer Surgery and Reconstruction,breast cancer surgery and reconstruction,Breast Cancer Surgery and Reconstruction,,,General surgery,skill_a4c6c1eba15bf395,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2c7e0a66202bb9f7,Breast Cancer Treatment Protocols,breast cancer treatment protocols,Breast Cancer Treatment Protocols,,,Oncology,skill_2c7e0a66202bb9f7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6cfb194844ae5f61,Breast Cancer Ultrasonography,breast cancer ultrasonography,Breast Cancer Ultrasonography,ultrasound | ultrasound scan | ultrasonography | sonography,,Oncology,skill_6cfb194844ae5f61,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_79a84d59408cb754,"Breast Cancer: Lumpectomy, Mastectomy, and Reconstruction",breast cancer lumpectomy mastectomy and reconstruction,"Breast Cancer: Lumpectomy, Mastectomy, and Reconstruction",,,General surgery,skill_79a84d59408cb754,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3c06af6d59297ee7,Breast Embryology,breast embryology,Breast Embryology,,,Plastic surgery,skill_3c06af6d59297ee7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9b078471e0ee9ac4,Breast Implants,breast implants,Breast Implants,,,Medical Aesthetics | Plastic surgery,skill_9b078471e0ee9ac4,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_c7e9ab396d5d3c17,Breast Mastopexy,breast mastopexy,Breast Mastopexy,,,Medical Aesthetics | Plastic surgery,skill_c7e9ab396d5d3c17,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b25c2cb82eff846e,Breast Milk Jaundice,breast milk jaundice,Breast Milk Jaundice,,,Pediatrics Medicine,skill_b25c2cb82eff846e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6eb6dbff6c4e17da,Breast Reconstruction Refinements and Finishing Touches,breast reconstruction refinements and finishing touches,Breast Reconstruction Refinements and Finishing Touches,,,Medical Aesthetics | Plastic surgery,skill_6eb6dbff6c4e17da,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_52241c32520851f6,Breast Reconstruction With Acellular Dermis,breast reconstruction with acellular dermis,Breast Reconstruction With Acellular Dermis,,,Medical Aesthetics | Plastic surgery,skill_52241c32520851f6,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_59d7d44e0af3c9c2,"Breast Reduction, Nipple Grafting",breast reduction nipple grafting,"Breast Reduction, Nipple Grafting",,,Medical Aesthetics | Plastic surgery,skill_59d7d44e0af3c9c2,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_b98665f10fff9811,Breast Stereotactic Core Biopsy/Fine Needle Aspiration,breast stereotactic core biopsy/fine needle aspiration,Breast Stereotactic Core Biopsy/Fine Needle Aspiration,,,Plastic surgery,skill_7f91d4203fdee98d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_991bb0a562f60d1d,Breast Surgery,breast surgery,Breast Surgery,,,General surgery,skill_991bb0a562f60d1d,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_380899814f64dd09,Breast Surgery: Reconstruction and Aesthetics,breast surgery reconstruction and aesthetics,Breast Surgery: Reconstruction and Aesthetics,,,Plastic surgery,skill_380899814f64dd09,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_17baa1c8703301c3,Breath Sound Assessment,breath sound assessment,Breath Sound Assessment,,,Respiratory medicine / Pulmonology,skill_17baa1c8703301c3,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e87da7d759a98e34,Breathing-Related Sleep Disorder,breathing-related sleep disorder,Breathing-Related Sleep Disorder,,,Emergency medicine,skill_6bedeea44d003acb,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_72b40194ebee60a1,Breech Delivery,breech delivery,Breech Delivery,,,Emergency medicine | Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_72b40194ebee60a1,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5a0e7d5862d87701,Breech Extraction Delivery,breech extraction delivery,Breech Extraction Delivery,,,Emergency medicine | Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_5a0e7d5862d87701,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_5b5aa1af04697101,Breech Presentation,breech presentation,Breech Presentation,,,Gynaecology and Obstetrics | Occupational medicine / Occupational therapy,skill_5b5aa1af04697101,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_293ba6da9262f166,Brief Psychodynamic Therapy,brief psychodynamic therapy,Brief Psychodynamic Therapy,,,Psychotherapy,skill_293ba6da9262f166,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6c7a385d19758936,Brief Psychotic Disorder,brief psychotic disorder,Brief Psychotic Disorder,,,Emergency medicine,skill_6c7a385d19758936,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7f38a67aca66717f,Brief Resolved Unexplained Events (Apparent Life-Threatening Events),brief resolved unexplained events apparent life-threatening events,Brief Resolved Unexplained Events (Apparent Life-Threatening Events),,,Pediatrics Medicine,skill_4ebc7034cd0250df,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_bf97cd5b6b971e43,Bristow Procedure,bristow procedure,Bristow Procedure,,,Orthopaedic surgery,skill_bf97cd5b6b971e43,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1056cb5bbc330b44,Brittle Nail Syndrome,brittle nail syndrome,Brittle Nail Syndrome,,,Dermatology,skill_1056cb5bbc330b44,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_6ef1aff31f37212b,Broad complex tachycardia: diagnosis,broad complex tachycardia diagnosis,Broad complex tachycardia: diagnosis,,,Acute internal medicine,skill_6ef1aff31f37212b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_a790c7cebfe2ffd5,Broad Ligament Disorders,broad ligament disorders,Broad Ligament Disorders,,,Occupational medicine / Occupational therapy,skill_a790c7cebfe2ffd5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_52a2eae9001c09f5,Broad Nasal Tip Rhinoplasty,broad nasal tip rhinoplasty,Broad Nasal Tip Rhinoplasty,,,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_52a2eae9001c09f5,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_3501d3a299da510f,Brocq Pseudopelade,brocq pseudopelade,Brocq Pseudopelade,,,Dermatology,skill_3501d3a299da510f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7abbf3132cbadf1f,Bromhidrosis,bromhidrosis,Bromhidrosis,,,Dermatology,skill_7abbf3132cbadf1f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_bd19872ce33a4930,Bronchial Adenoma,bronchial adenoma,Bronchial Adenoma,,,Oncology | Respiratory medicine / Pulmonology,skill_bd19872ce33a4930,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_7bcc6bdb72371a72,Bronchial Thermoplasty,bronchial thermoplasty,Bronchial Thermoplasty,,,Respiratory medicine / Pulmonology,skill_7bcc6bdb72371a72,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_2ad7bcb5a28b1b81,Bronchiectasis,bronchiectasis,Bronchiectasis,,,Respiratory medicine / Pulmonology,skill_2ad7bcb5a28b1b81,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_aa7d23ca06582268,Bronchiolitis,bronchiolitis,Bronchiolitis,,,Pediatrics Medicine,skill_aa7d23ca06582268,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_894a46ee65635c0e,Bronchitis,bronchitis,Bronchitis,,,Allergy and immunology | Respiratory medicine / Pulmonology,skill_894a46ee65635c0e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_da4988c520483e9e,Bronchitis Empiric Therapy,bronchitis empiric therapy,Bronchitis Empiric Therapy,,,Respiratory medicine / Pulmonology,skill_da4988c520483e9e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_9b615c05646890a2,Bronchitis Organism-Specific Therapy,bronchitis organism-specific therapy,Bronchitis Organism-Specific Therapy,,,Respiratory medicine / Pulmonology,skill_9151d703d686732f,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_45cefd851cc1dbbf,Bronchoesophagology,bronchoesophagology,Bronchoesophagology,,,Otolaryngology ENT Facial Plasty /Audiovestibular medicine,skill_45cefd851cc1dbbf,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_1d931c1d07548ab7,Bronchoplasty,bronchoplasty,Bronchoplasty,,,Respiratory medicine / Pulmonology,skill_1d931c1d07548ab7,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d0c18b6f67209d2b,Bronchopulmonary Dysplasia,bronchopulmonary dysplasia,Bronchopulmonary Dysplasia,,,Pediatrics Medicine,skill_d0c18b6f67209d2b,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_39080ad94e98aa90,Bronchovascular Sleeve Resection,bronchovascular sleeve resection,Bronchovascular Sleeve Resection,,,Respiratory medicine / Pulmonology,skill_39080ad94e98aa90,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_e2fb00bb7897c582,Brown Recluse Spider Envenomation,brown recluse spider envenomation,Brown Recluse Spider Envenomation,,,Emergency medicine,skill_e2fb00bb7897c582,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_cadf2339a87213ea,Brown Snake Envenomation,brown snake envenomation,Brown Snake Envenomation,,,Emergency medicine,skill_cadf2339a87213ea,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
meshlocal_d4165c192c25699e,Brown Syndrome,brown syndrome,Brown Syndrome,,,Neurology | Ophthalmology,skill_d4165c192c25699e,,False,True,60,True,eSupraLife clinical vocabulary; NLM MeSH enrichment target,https://www.nlm.nih.gov/mesh/,mesh_enrichment_candidate
